instant,dateday,season,year,month,hours,holiday,weekday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,humidity_category
16340,2012-11-18,Winter,2012,Nov,13,0,Sunday,Clear,0.4,0.4091,62.0,0.3284,113,334,447,Ideal
16341,2012-11-18,Winter,2012,Nov,14,0,Sunday,Clear,0.4,0.4091,62.0,0.2985,125,303,428,Ideal
16342,2012-11-18,Winter,2012,Nov,15,0,Sunday,Clear,0.42,0.4242,54.0,0.2836,89,318,407,Ideal
16343,2012-11-18,Winter,2012,Nov,16,0,Sunday,Misty,0.4,0.4091,62.0,0.3284,59,313,372,Ideal
16344,2012-11-18,Winter,2012,Nov,17,0,Sunday,Misty,0.38,0.3939,66.0,0.2537,48,232,280,Terlalu Lembab
16345,2012-11-18,Winter,2012,Nov,18,0,Sunday,Clear,0.36,0.3485,66.0,0.2239,36,240,276,Terlalu Lembab
16346,2012-11-18,Winter,2012,Nov,19,0,Sunday,Clear,0.36,0.3485,66.0,0.1642,16,194,210,Terlalu Lembab
16347,2012-11-18,Winter,2012,Nov,20,0,Sunday,Clear,0.36,0.3485,66.0,0.1642,9,120,129,Terlalu Lembab
16348,2012-11-18,Winter,2012,Nov,21,0,Sunday,Clear,0.36,0.3333,66.0,0.2537,17,93,110,Terlalu Lembab
16349,2012-11-18,Winter,2012,Nov,22,0,Sunday,Misty,0.36,0.3333,66.0,0.2537,8,66,74,Terlalu Lembab
16350,2012-11-18,Winter,2012,Nov,23,0,Sunday,Clear,0.36,0.3485,66.0,0.2239,6,53,59,Terlalu Lembab
16351,2012-11-19,Winter,2012,Nov,0,0,Monday,Clear,0.36,0.3485,66.0,0.2239,5,22,27,Terlalu Lembab
16352,2012-11-19,Winter,2012,Nov,1,0,Monday,Misty,0.36,0.3485,66.0,0.2239,0,19,19,Terlalu Lembab
16353,2012-11-19,Winter,2012,Nov,2,0,Monday,Misty,0.36,0.3333,66.0,0.2537,0,5,5,Terlalu Lembab
16354,2012-11-19,Winter,2012,Nov,3,0,Monday,Misty,0.36,0.3485,66.0,0.2239,0,2,2,Terlalu Lembab
16355,2012-11-19,Winter,2012,Nov,4,0,Monday,Misty,0.36,0.3485,66.0,0.2239,1,11,12,Terlalu Lembab
16356,2012-11-19,Winter,2012,Nov,5,0,Monday,Misty,0.36,0.3485,66.0,0.2239,1,38,39,Terlalu Lembab
16357,2012-11-19,Winter,2012,Nov,6,0,Monday,Misty,0.36,0.3333,66.0,0.2537,3,128,131,Terlalu Lembab
16358,2012-11-19,Winter,2012,Nov,7,0,Monday,Misty,0.36,0.3333,66.0,0.2985,5,381,386,Terlalu Lembab
16359,2012-11-19,Winter,2012,Nov,8,0,Monday,Misty,0.36,0.3333,66.0,0.2985,13,650,663,Terlalu Lembab
16360,2012-11-19,Winter,2012,Nov,9,0,Monday,Misty,0.36,0.3333,66.0,0.2537,18,260,278,Terlalu Lembab
16361,2012-11-19,Winter,2012,Nov,10,0,Monday,Misty,0.36,0.3333,66.0,0.2537,33,106,139,Terlalu Lembab
16362,2012-11-19,Winter,2012,Nov,11,0,Monday,Misty,0.38,0.3939,66.0,0.2537,33,164,197,Terlalu Lembab
16363,2012-11-19,Winter,2012,Nov,12,0,Monday,Misty,0.4,0.4091,62.0,0.2836,35,207,242,Ideal
16364,2012-11-19,Winter,2012,Nov,13,0,Monday,Clear,0.44,0.4394,54.0,0.2537,46,205,251,Ideal
16365,2012-11-19,Winter,2012,Nov,14,0,Monday,Clear,0.44,0.4394,54.0,0.2537,47,170,217,Ideal
16366,2012-11-19,Winter,2012,Nov,15,0,Monday,Clear,0.44,0.4394,54.0,0.194,44,213,257,Ideal
16367,2012-11-19,Winter,2012,Nov,16,0,Monday,Clear,0.42,0.4242,57.99999999999999,0.2537,55,325,380,Ideal
16368,2012-11-19,Winter,2012,Nov,17,0,Monday,Misty,0.42,0.4242,57.99999999999999,0.194,33,586,619,Ideal
16369,2012-11-19,Winter,2012,Nov,18,0,Monday,Misty,0.4,0.4091,57.99999999999999,0.2537,21,559,580,Ideal
16370,2012-11-19,Winter,2012,Nov,19,0,Monday,Misty,0.4,0.4091,57.99999999999999,0.2836,25,381,406,Ideal
16371,2012-11-19,Winter,2012,Nov,20,0,Monday,Misty,0.38,0.3939,62.0,0.2537,7,252,259,Ideal
16372,2012-11-19,Winter,2012,Nov,21,0,Monday,Misty,0.38,0.3939,54.0,0.2239,15,188,203,Ideal
16373,2012-11-19,Winter,2012,Nov,22,0,Monday,Clear,0.34,0.3485,66.0,0.1045,7,106,113,Terlalu Lembab
16374,2012-11-19,Winter,2012,Nov,23,0,Monday,Clear,0.34,0.3485,66.0,0.1045,2,72,74,Terlalu Lembab
16375,2012-11-20,Winter,2012,Nov,0,0,Tuesday,Clear,0.32,0.3333,70.0,0.1343,3,26,29,Terlalu Lembab
16376,2012-11-20,Winter,2012,Nov,1,0,Tuesday,Clear,0.34,0.3485,66.0,0.1045,3,10,13,Terlalu Lembab
16377,2012-11-20,Winter,2012,Nov,2,0,Tuesday,Misty,0.32,0.3333,76.0,0.0896,0,5,5,Terlalu Lembab
16378,2012-11-20,Winter,2012,Nov,3,0,Tuesday,Misty,0.34,0.3485,71.0,0.1045,0,2,2,Terlalu Lembab
16379,2012-11-20,Winter,2012,Nov,4,0,Tuesday,Misty,0.34,0.3333,66.0,0.194,0,6,6,Terlalu Lembab
16380,2012-11-20,Winter,2012,Nov,5,0,Tuesday,Misty,0.34,0.3333,66.0,0.1343,2,32,34,Terlalu Lembab
16381,2012-11-20,Winter,2012,Nov,6,0,Tuesday,Misty,0.34,0.3333,71.0,0.1642,2,146,148,Terlalu Lembab
16382,2012-11-20,Winter,2012,Nov,7,0,Tuesday,Clear,0.32,0.3333,76.0,0.0896,7,411,418,Terlalu Lembab
16383,2012-11-20,Winter,2012,Nov,8,0,Tuesday,Clear,0.34,0.3333,71.0,0.1343,16,649,665,Terlalu Lembab
16384,2012-11-20,Winter,2012,Nov,9,0,Tuesday,Misty,0.36,0.3788,71.0,0.0,28,298,326,Terlalu Lembab
16385,2012-11-20,Winter,2012,Nov,10,0,Tuesday,Misty,0.4,0.4091,66.0,0.0896,32,144,176,Terlalu Lembab
16386,2012-11-20,Winter,2012,Nov,11,0,Tuesday,Misty,0.42,0.4242,67.0,0.0896,45,160,205,Terlalu Lembab
16387,2012-11-20,Winter,2012,Nov,12,0,Tuesday,Misty,0.42,0.4242,67.0,0.0,70,243,313,Terlalu Lembab
16388,2012-11-20,Winter,2012,Nov,13,0,Tuesday,Misty,0.44,0.4394,57.99999999999999,0.0,49,218,267,Ideal
16389,2012-11-20,Winter,2012,Nov,14,0,Tuesday,Misty,0.44,0.4394,57.99999999999999,0.1045,47,177,224,Ideal
16390,2012-11-20,Winter,2012,Nov,15,0,Tuesday,Misty,0.46,0.4545,55.00000000000001,0.1045,61,226,287,Ideal
16391,2012-11-20,Winter,2012,Nov,16,0,Tuesday,Misty,0.42,0.4242,62.0,0.0896,60,335,395,Ideal
16392,2012-11-20,Winter,2012,Nov,17,0,Tuesday,Misty,0.4,0.4091,71.0,0.1642,37,553,590,Terlalu Lembab
16393,2012-11-20,Winter,2012,Nov,18,0,Tuesday,Misty,0.4,0.4091,66.0,0.0896,16,534,550,Terlalu Lembab
16394,2012-11-20,Winter,2012,Nov,19,0,Tuesday,Misty,0.4,0.4091,71.0,0.0,23,361,384,Terlalu Lembab
16395,2012-11-20,Winter,2012,Nov,20,0,Tuesday,Misty,0.38,0.3939,76.0,0.0,11,224,235,Terlalu Lembab
16396,2012-11-20,Winter,2012,Nov,21,0,Tuesday,Clear,0.36,0.3788,71.0,0.0,14,143,157,Terlalu Lembab
16397,2012-11-20,Winter,2012,Nov,22,0,Tuesday,Clear,0.36,0.3788,71.0,0.0,7,115,122,Terlalu Lembab
16398,2012-11-20,Winter,2012,Nov,23,0,Tuesday,Clear,0.32,0.3333,81.0,0.1045,1,82,83,Terlalu Lembab
16399,2012-11-21,Winter,2012,Nov,0,0,Wednesday,Clear,0.34,0.3636,81.0,0.0,1,25,26,Terlalu Lembab
16400,2012-11-21,Winter,2012,Nov,1,0,Wednesday,Clear,0.32,0.3333,81.0,0.1045,1,13,14,Terlalu Lembab
16401,2012-11-21,Winter,2012,Nov,2,0,Wednesday,Clear,0.28,0.2879,87.0,0.1045,2,6,8,Terlalu Lembab
16402,2012-11-21,Winter,2012,Nov,3,0,Wednesday,Clear,0.28,0.2879,87.0,0.1045,0,2,2,Terlalu Lembab
16403,2012-11-21,Winter,2012,Nov,4,0,Wednesday,Clear,0.28,0.2879,87.0,0.1045,0,10,10,Terlalu Lembab
16404,2012-11-21,Winter,2012,Nov,5,0,Wednesday,Clear,0.28,0.2879,87.0,0.1045,1,28,29,Terlalu Lembab
16405,2012-11-21,Winter,2012,Nov,6,0,Wednesday,Clear,0.28,0.303,87.0,0.0896,2,99,101,Terlalu Lembab
16406,2012-11-21,Winter,2012,Nov,7,0,Wednesday,Clear,0.26,0.2879,87.0,0.0896,11,262,273,Terlalu Lembab
16407,2012-11-21,Winter,2012,Nov,8,0,Wednesday,Misty,0.28,0.303,81.0,0.0896,12,539,551,Terlalu Lembab
16408,2012-11-21,Winter,2012,Nov,9,0,Wednesday,Clear,0.32,0.3333,76.0,0.0896,45,320,365,Terlalu Lembab
16409,2012-11-21,Winter,2012,Nov,10,0,Wednesday,Clear,0.36,0.3788,62.0,0.0,22,150,172,Ideal
16410,2012-11-21,Winter,2012,Nov,11,0,Wednesday,Clear,0.4,0.4091,50.0,0.194,43,198,241,Ideal
16411,2012-11-21,Winter,2012,Nov,12,0,Wednesday,Clear,0.44,0.4394,41.0,0.194,74,270,344,Terlalu kering
16412,2012-11-21,Winter,2012,Nov,13,0,Wednesday,Clear,0.44,0.4394,35.0,0.2239,70,295,365,Terlalu kering
16413,2012-11-21,Winter,2012,Nov,14,0,Wednesday,Clear,0.46,0.4545,33.0,0.194,84,329,413,Terlalu kering
16414,2012-11-21,Winter,2012,Nov,15,0,Wednesday,Clear,0.46,0.4545,36.0,0.0896,68,381,449,Terlalu kering
16415,2012-11-21,Winter,2012,Nov,16,0,Wednesday,Clear,0.44,0.4394,33.0,0.1343,59,410,469,Terlalu kering
16416,2012-11-21,Winter,2012,Nov,17,0,Wednesday,Clear,0.4,0.4091,40.0,0.1642,41,333,374,Terlalu kering
16417,2012-11-21,Winter,2012,Nov,18,0,Wednesday,Clear,0.42,0.4242,38.0,0.1045,24,287,311,Terlalu kering
16418,2012-11-21,Winter,2012,Nov,19,0,Wednesday,Clear,0.38,0.3939,43.0,0.194,23,220,243,Terlalu kering
16419,2012-11-21,Winter,2012,Nov,20,0,Wednesday,Clear,0.34,0.3485,61.0,0.1045,11,125,136,Ideal
16420,2012-11-21,Winter,2012,Nov,21,0,Wednesday,Clear,0.36,0.3788,50.0,0.0,8,97,105,Ideal
16421,2012-11-21,Winter,2012,Nov,22,0,Wednesday,Clear,0.34,0.3636,49.0,0.0,6,82,88,Ideal
16422,2012-11-21,Winter,2012,Nov,23,0,Wednesday,Clear,0.32,0.3485,61.0,0.0,7,50,57,Ideal
16423,2012-11-22,Winter,2012,Nov,0,1,Thursday,Clear,0.32,0.3333,66.0,0.0896,3,43,46,Terlalu Lembab
16424,2012-11-22,Winter,2012,Nov,1,1,Thursday,Clear,0.28,0.303,65.0,0.0896,5,37,42,Terlalu Lembab
16425,2012-11-22,Winter,2012,Nov,2,1,Thursday,Clear,0.24,0.2576,75.0,0.0896,3,15,18,Terlalu Lembab
16426,2012-11-22,Winter,2012,Nov,3,1,Thursday,Clear,0.24,0.2576,75.0,0.1045,0,6,6,Terlalu Lembab
16427,2012-11-22,Winter,2012,Nov,4,1,Thursday,Clear,0.22,0.2273,80.0,0.1343,1,2,3,Terlalu Lembab
16428,2012-11-22,Winter,2012,Nov,5,1,Thursday,Clear,0.24,0.2576,75.0,0.1045,2,6,8,Terlalu Lembab
16429,2012-11-22,Winter,2012,Nov,6,1,Thursday,Clear,0.26,0.2727,70.0,0.1045,2,15,17,Terlalu Lembab
16430,2012-11-22,Winter,2012,Nov,7,1,Thursday,Clear,0.22,0.2273,75.0,0.1343,7,49,56,Terlalu Lembab
16431,2012-11-22,Winter,2012,Nov,8,1,Thursday,Clear,0.24,0.2424,75.0,0.1343,20,77,97,Terlalu Lembab
16432,2012-11-22,Winter,2012,Nov,9,1,Thursday,Clear,0.3,0.3333,65.0,0.0,25,94,119,Terlalu Lembab
16433,2012-11-22,Winter,2012,Nov,10,1,Thursday,Clear,0.36,0.3636,56.99999999999999,0.1045,65,154,219,Ideal
16434,2012-11-22,Winter,2012,Nov,11,1,Thursday,Clear,0.42,0.4242,41.0,0.0896,89,143,232,Terlalu kering
16435,2012-11-22,Winter,2012,Nov,12,1,Thursday,Clear,0.44,0.4394,35.0,0.0,117,145,262,Terlalu kering
16436,2012-11-22,Winter,2012,Nov,13,1,Thursday,Clear,0.46,0.4545,31.0,0.0,125,144,269,Terlalu kering
16437,2012-11-22,Winter,2012,Nov,14,1,Thursday,Clear,0.48,0.4697,28.999999999999996,0.0,125,95,220,Terlalu kering
16438,2012-11-22,Winter,2012,Nov,15,1,Thursday,Clear,0.48,0.4697,28.999999999999996,0.0,132,96,228,Terlalu kering
16439,2012-11-22,Winter,2012,Nov,16,1,Thursday,Clear,0.46,0.4545,33.0,0.0,101,81,182,Terlalu kering
16440,2012-11-22,Winter,2012,Nov,17,1,Thursday,Clear,0.44,0.4394,35.0,0.0,66,43,109,Terlalu kering
16441,2012-11-22,Winter,2012,Nov,18,1,Thursday,Clear,0.4,0.4091,43.0,0.0,16,54,70,Terlalu kering
16442,2012-11-22,Winter,2012,Nov,19,1,Thursday,Clear,0.36,0.3788,76.0,0.0,13,31,44,Terlalu Lembab
16443,2012-11-22,Winter,2012,Nov,20,1,Thursday,Clear,0.34,0.3636,71.0,0.0,15,37,52,Terlalu Lembab
16444,2012-11-22,Winter,2012,Nov,21,1,Thursday,Clear,0.34,0.3485,61.0,0.0896,7,39,46,Ideal
16445,2012-11-22,Winter,2012,Nov,22,1,Thursday,Clear,0.32,0.3485,61.0,0.0,8,36,44,Ideal
16446,2012-11-22,Winter,2012,Nov,23,1,Thursday,Clear,0.3,0.3333,70.0,0.0,8,28,36,Terlalu Lembab
16447,2012-11-23,Winter,2012,Nov,0,0,Friday,Clear,0.28,0.3182,65.0,0.0,0,32,32,Terlalu Lembab
16448,2012-11-23,Winter,2012,Nov,1,0,Friday,Clear,0.28,0.303,81.0,0.0896,2,11,13,Terlalu Lembab
16449,2012-11-23,Winter,2012,Nov,2,0,Friday,Clear,0.26,0.2879,75.0,0.0896,1,4,5,Terlalu Lembab
16450,2012-11-23,Winter,2012,Nov,3,0,Friday,Clear,0.26,0.303,70.0,0.0,1,0,1,Terlalu Lembab
16451,2012-11-23,Winter,2012,Nov,4,0,Friday,Clear,0.24,0.2576,75.0,0.1045,1,3,4,Terlalu Lembab
16452,2012-11-23,Winter,2012,Nov,5,0,Friday,Clear,0.24,0.2879,81.0,0.0,0,10,10,Terlalu Lembab
16453,2012-11-23,Winter,2012,Nov,6,0,Friday,Clear,0.24,0.2879,81.0,0.0,0,20,20,Terlalu Lembab
16454,2012-11-23,Winter,2012,Nov,7,0,Friday,Clear,0.24,0.2879,81.0,0.0,5,72,77,Terlalu Lembab
16455,2012-11-23,Winter,2012,Nov,8,0,Friday,Clear,0.24,0.2576,87.0,0.0896,11,83,94,Terlalu Lembab
16456,2012-11-23,Winter,2012,Nov,9,0,Friday,Clear,0.28,0.2879,75.0,0.1045,32,80,112,Terlalu Lembab
16457,2012-11-23,Winter,2012,Nov,10,0,Friday,Clear,0.34,0.3333,61.0,0.1642,87,114,201,Ideal
16458,2012-11-23,Winter,2012,Nov,11,0,Friday,Clear,0.4,0.4091,50.0,0.194,121,130,251,Ideal
16459,2012-11-23,Winter,2012,Nov,12,0,Friday,Clear,0.44,0.4394,38.0,0.2537,186,193,379,Terlalu kering
16460,2012-11-23,Winter,2012,Nov,13,0,Friday,Clear,0.46,0.4545,38.0,0.2836,224,200,424,Terlalu kering
16461,2012-11-23,Winter,2012,Nov,14,0,Friday,Clear,0.5,0.4848,36.0,0.2537,240,195,435,Terlalu kering
16462,2012-11-23,Winter,2012,Nov,15,0,Friday,Clear,0.48,0.4697,41.0,0.2537,233,214,447,Terlalu kering
16463,2012-11-23,Winter,2012,Nov,16,0,Friday,Misty,0.48,0.4697,41.0,0.1045,158,199,357,Terlalu kering
16464,2012-11-23,Winter,2012,Nov,17,0,Friday,Misty,0.48,0.4697,39.0,0.0896,117,183,300,Terlalu kering
16465,2012-11-23,Winter,2012,Nov,18,0,Friday,Misty,0.46,0.4545,44.0,0.0,50,158,208,Terlalu kering
16466,2012-11-23,Winter,2012,Nov,19,0,Friday,Misty,0.46,0.4545,47.0,0.1642,33,121,154,Ideal
16467,2012-11-23,Winter,2012,Nov,20,0,Friday,Clear,0.46,0.4545,41.0,0.0896,42,100,142,Terlalu kering
16468,2012-11-23,Winter,2012,Nov,21,0,Friday,Clear,0.46,0.4545,47.0,0.2537,23,75,98,Ideal
16469,2012-11-23,Winter,2012,Nov,22,0,Friday,Clear,0.44,0.4394,33.0,0.5224,16,63,79,Terlalu kering
16470,2012-11-23,Winter,2012,Nov,23,0,Friday,Clear,0.42,0.4242,38.0,0.4478,20,47,67,Terlalu kering
16471,2012-11-24,Winter,2012,Nov,0,0,Saturday,Clear,0.4,0.4091,37.0,0.4179,9,33,42,Terlalu kering
16472,2012-11-24,Winter,2012,Nov,1,0,Saturday,Clear,0.34,0.2879,42.0,0.4925,1,19,20,Terlalu kering
16473,2012-11-24,Winter,2012,Nov,2,0,Saturday,Clear,0.32,0.2727,39.0,0.6119,10,22,32,Terlalu kering
16474,2012-11-24,Winter,2012,Nov,3,0,Saturday,Clear,0.28,0.2576,41.0,0.3582,6,5,11,Terlalu kering
16475,2012-11-24,Winter,2012,Nov,4,0,Saturday,Clear,0.26,0.2121,41.0,0.4478,1,2,3,Terlalu kering
16476,2012-11-24,Winter,2012,Nov,5,0,Saturday,Clear,0.26,0.2273,41.0,0.3284,1,2,3,Terlalu kering
16477,2012-11-24,Winter,2012,Nov,6,0,Saturday,Clear,0.24,0.2121,44.0,0.2836,1,9,10,Terlalu kering
16478,2012-11-24,Winter,2012,Nov,7,0,Saturday,Misty,0.26,0.2273,41.0,0.3284,4,21,25,Terlalu kering
16479,2012-11-24,Winter,2012,Nov,8,0,Saturday,Misty,0.26,0.2121,44.0,0.4627,7,55,62,Terlalu kering
16480,2012-11-24,Winter,2012,Nov,9,0,Saturday,Misty,0.26,0.2121,41.0,0.4478,26,96,122,Terlalu kering
16481,2012-11-24,Winter,2012,Nov,10,0,Saturday,Misty,0.26,0.2273,44.0,0.2985,46,96,142,Terlalu kering
16482,2012-11-24,Winter,2012,Nov,11,0,Saturday,Misty,0.28,0.2576,41.0,0.2985,55,131,186,Terlalu kering
16483,2012-11-24,Winter,2012,Nov,12,0,Saturday,Misty,0.3,0.2576,36.0,0.6119,53,146,199,Terlalu kering
16484,2012-11-24,Winter,2012,Nov,13,0,Saturday,Clear,0.32,0.303,36.0,0.3284,64,161,225,Terlalu kering
16485,2012-11-24,Winter,2012,Nov,14,0,Saturday,Clear,0.32,0.2879,33.0,0.4627,58,149,207,Terlalu kering
16486,2012-11-24,Winter,2012,Nov,15,0,Saturday,Clear,0.3,0.2727,36.0,0.4627,59,139,198,Terlalu kering
16487,2012-11-24,Winter,2012,Nov,16,0,Saturday,Clear,0.28,0.2424,38.0,0.4478,43,127,170,Terlalu kering
16488,2012-11-24,Winter,2012,Nov,17,0,Saturday,Clear,0.26,0.2273,41.0,0.3881,29,97,126,Terlalu kering
16489,2012-11-24,Winter,2012,Nov,18,0,Saturday,Clear,0.26,0.2273,38.0,0.3881,22,123,145,Terlalu kering
16490,2012-11-24,Winter,2012,Nov,19,0,Saturday,Clear,0.26,0.2424,41.0,0.2537,9,74,83,Terlalu kering
16491,2012-11-24,Winter,2012,Nov,20,0,Saturday,Clear,0.24,0.2121,44.0,0.2836,3,55,58,Terlalu kering
16492,2012-11-24,Winter,2012,Nov,21,0,Saturday,Clear,0.24,0.2273,44.0,0.194,9,66,75,Terlalu kering
16493,2012-11-24,Winter,2012,Nov,22,0,Saturday,Clear,0.24,0.2273,44.0,0.2537,7,69,76,Terlalu kering
16494,2012-11-24,Winter,2012,Nov,23,0,Saturday,Clear,0.24,0.2273,44.0,0.194,9,48,57,Terlalu kering
16495,2012-11-25,Winter,2012,Nov,0,0,Sunday,Clear,0.22,0.2121,47.0,0.2537,3,31,34,Ideal
16496,2012-11-25,Winter,2012,Nov,1,0,Sunday,Clear,0.22,0.2273,44.0,0.194,4,32,36,Terlalu kering
16497,2012-11-25,Winter,2012,Nov,2,0,Sunday,Clear,0.22,0.197,44.0,0.3582,1,27,28,Terlalu kering
16498,2012-11-25,Winter,2012,Nov,3,0,Sunday,Clear,0.22,0.2727,44.0,0.0,0,8,8,Terlalu kering
16499,2012-11-25,Winter,2012,Nov,4,0,Sunday,Clear,0.22,0.2727,44.0,0.0,1,1,2,Terlalu kering
16500,2012-11-25,Winter,2012,Nov,5,0,Sunday,Misty,0.22,0.2273,47.0,0.1642,0,3,3,Ideal
16501,2012-11-25,Winter,2012,Nov,6,0,Sunday,Misty,0.22,0.2424,47.0,0.1045,1,10,11,Ideal
16502,2012-11-25,Winter,2012,Nov,7,0,Sunday,Misty,0.22,0.2424,51.0,0.1045,2,19,21,Ideal
16503,2012-11-25,Winter,2012,Nov,8,0,Sunday,Misty,0.22,0.2273,51.0,0.194,2,32,34,Ideal
16504,2012-11-25,Winter,2012,Nov,9,0,Sunday,Misty,0.24,0.2273,48.0,0.2239,13,83,96,Ideal
16505,2012-11-25,Winter,2012,Nov,10,0,Sunday,Clear,0.24,0.2273,48.0,0.2537,15,124,139,Ideal
16506,2012-11-25,Winter,2012,Nov,11,0,Sunday,Misty,0.26,0.2576,41.0,0.2239,49,155,204,Terlalu kering
16507,2012-11-25,Winter,2012,Nov,12,0,Sunday,Misty,0.26,0.2576,41.0,0.2239,37,165,202,Terlalu kering
16508,2012-11-25,Winter,2012,Nov,13,0,Sunday,Misty,0.26,0.2576,41.0,0.1642,37,158,195,Terlalu kering
16509,2012-11-25,Winter,2012,Nov,14,0,Sunday,Misty,0.3,0.2879,42.0,0.2537,33,170,203,Terlalu kering
16510,2012-11-25,Winter,2012,Nov,15,0,Sunday,Clear,0.3,0.2879,42.0,0.2537,36,209,245,Terlalu kering
16511,2012-11-25,Winter,2012,Nov,16,0,Sunday,Clear,0.3,0.2879,39.0,0.2239,25,203,228,Terlalu kering
16512,2012-11-25,Winter,2012,Nov,17,0,Sunday,Clear,0.28,0.2727,41.0,0.1642,11,170,181,Terlalu kering
16513,2012-11-25,Winter,2012,Nov,18,0,Sunday,Clear,0.26,0.2576,44.0,0.1642,9,132,141,Terlalu kering
16514,2012-11-25,Winter,2012,Nov,19,0,Sunday,Clear,0.26,0.303,41.0,0.0,13,114,127,Terlalu kering
16515,2012-11-25,Winter,2012,Nov,20,0,Sunday,Clear,0.24,0.2879,60.0,0.0,9,110,119,Ideal
16516,2012-11-25,Winter,2012,Nov,21,0,Sunday,Clear,0.26,0.303,48.0,0.0,4,60,64,Ideal
16517,2012-11-25,Winter,2012,Nov,22,0,Sunday,Clear,0.24,0.2879,60.0,0.0,3,59,62,Ideal
16518,2012-11-25,Winter,2012,Nov,23,0,Sunday,Clear,0.22,0.2576,69.0,0.0896,1,40,41,Terlalu Lembab
16519,2012-11-26,Winter,2012,Nov,0,0,Monday,Clear,0.22,0.2727,69.0,0.0,4,19,23,Terlalu Lembab
16520,2012-11-26,Winter,2012,Nov,1,0,Monday,Clear,0.2,0.2576,69.0,0.0,1,9,10,Terlalu Lembab
16521,2012-11-26,Winter,2012,Nov,2,0,Monday,Clear,0.2,0.2576,69.0,0.0,0,5,5,Terlalu Lembab
16522,2012-11-26,Winter,2012,Nov,3,0,Monday,Clear,0.2,0.2576,69.0,0.0,1,4,5,Terlalu Lembab
16523,2012-11-26,Winter,2012,Nov,4,0,Monday,Clear,0.22,0.2727,69.0,0.0,0,10,10,Terlalu Lembab
16524,2012-11-26,Winter,2012,Nov,5,0,Monday,Clear,0.22,0.2273,69.0,0.1642,0,41,41,Terlalu Lembab
16525,2012-11-26,Winter,2012,Nov,6,0,Monday,Clear,0.22,0.2727,69.0,0.0,1,123,124,Terlalu Lembab
16526,2012-11-26,Winter,2012,Nov,7,0,Monday,Clear,0.24,0.2879,65.0,0.0,2,363,365,Terlalu Lembab
16527,2012-11-26,Winter,2012,Nov,8,0,Monday,Clear,0.24,0.2879,65.0,0.0,9,629,638,Terlalu Lembab
16528,2012-11-26,Winter,2012,Nov,9,0,Monday,Clear,0.28,0.303,56.00000000000001,0.0896,10,276,286,Ideal
16529,2012-11-26,Winter,2012,Nov,10,0,Monday,Clear,0.32,0.3485,49.0,0.0,20,127,147,Ideal
16530,2012-11-26,Winter,2012,Nov,11,0,Monday,Clear,0.4,0.4091,37.0,0.2985,18,112,130,Terlalu kering
16531,2012-11-26,Winter,2012,Nov,12,0,Monday,Clear,0.42,0.4242,35.0,0.1045,22,188,210,Terlalu kering
16532,2012-11-26,Winter,2012,Nov,13,0,Monday,Clear,0.42,0.4242,35.0,0.1045,20,197,217,Terlalu kering
16533,2012-11-26,Winter,2012,Nov,14,0,Monday,Clear,0.42,0.4242,35.0,0.0,51,177,228,Terlalu kering
16534,2012-11-26,Winter,2012,Nov,15,0,Monday,Clear,0.42,0.4242,35.0,0.0896,49,181,230,Terlalu kering
16535,2012-11-26,Winter,2012,Nov,16,0,Monday,Clear,0.44,0.4394,30.0,0.0,49,297,346,Terlalu kering
16536,2012-11-26,Winter,2012,Nov,17,0,Monday,Clear,0.42,0.4242,32.0,0.0,13,540,553,Terlalu kering
16537,2012-11-26,Winter,2012,Nov,18,0,Monday,Clear,0.36,0.3485,50.0,0.1642,19,502,521,Ideal
16538,2012-11-26,Winter,2012,Nov,19,0,Monday,Clear,0.34,0.3636,53.0,0.0,16,355,371,Ideal
16539,2012-11-26,Winter,2012,Nov,20,0,Monday,Clear,0.34,0.3636,49.0,0.0,12,265,277,Ideal
16540,2012-11-26,Winter,2012,Nov,21,0,Monday,Clear,0.34,0.3636,49.0,0.0,9,172,181,Ideal
16541,2012-11-26,Winter,2012,Nov,22,0,Monday,Clear,0.32,0.3485,61.0,0.0,3,101,104,Ideal
16542,2012-11-26,Winter,2012,Nov,23,0,Monday,Misty,0.32,0.3333,66.0,0.1045,8,57,65,Terlalu Lembab
16543,2012-11-27,Winter,2012,Nov,0,0,Tuesday,Misty,0.32,0.3333,66.0,0.0896,2,24,26,Terlalu Lembab
16544,2012-11-27,Winter,2012,Nov,1,0,Tuesday,Misty,0.32,0.3333,70.0,0.1343,0,6,6,Terlalu Lembab
16545,2012-11-27,Winter,2012,Nov,2,0,Tuesday,Misty,0.32,0.3182,70.0,0.1642,0,5,5,Terlalu Lembab
16546,2012-11-27,Winter,2012,Nov,3,0,Tuesday,Light_rainsnow,0.32,0.3333,70.0,0.1343,1,3,4,Terlalu Lembab
16547,2012-11-27,Winter,2012,Nov,4,0,Tuesday,Light_rainsnow,0.3,0.2879,81.0,0.194,0,5,5,Terlalu Lembab
16548,2012-11-27,Winter,2012,Nov,5,0,Tuesday,Misty,0.3,0.2879,81.0,0.2239,0,31,31,Terlalu Lembab
16549,2012-11-27,Winter,2012,Nov,6,0,Tuesday,Misty,0.3,0.303,81.0,0.1642,3,97,100,Terlalu Lembab
16550,2012-11-27,Winter,2012,Nov,7,0,Tuesday,Light_rainsnow,0.3,0.303,81.0,0.1343,4,289,293,Terlalu Lembab
